caseid,task,start_timestamp,end_timestamp,resource
58,A_ACCEPTED,2022-07-07 15:18:10.148,2022-07-07 15:27:25.782,SYSTEM
53,O_SENT,2022-07-07 15:19:51.777,2022-07-07 15:31:20.438,SYSTEM
46,O_ACCEPTED,2022-07-07 11:25:18.433,2022-07-07 15:32:50.199,SYSTEM
59,A_PARTLYSUBMITTED,2022-07-07 13:39:26.888,2022-07-07 15:35:14.659,SYSTEM
58,A_FINALIZED,2022-07-07 15:27:25.782,2022-07-07 15:37:03.459,SYSTEM
63,Start,2022-07-07 15:41:10.736,2022-07-07 15:41:10.736,SYSTEM
59,W_Fix_incomplete_submission,2022-07-07 15:35:14.659,2022-07-07 15:41:18.491,SYSTEM
60,A_SUBMITTED,2022-07-07 13:30:23.203,2022-07-07 15:42:28.528,SYSTEM
56,O_SENT,2022-07-07 15:07:02.182,2022-07-07 15:43:02.684,SYSTEM
56,W_Call_after_offer,2022-07-07 15:43:02.684,2022-07-07 15:43:39.578,SYSTEM
56,O_SENT_BACK,2022-07-07 15:43:39.578,2022-07-07 15:44:13.052,SYSTEM
46,A_APPROVED,2022-07-07 15:32:50.199,2022-07-07 15:46:17.396,SYSTEM
59,A_PREACCEPTED,2022-07-07 15:41:18.491,2022-07-07 15:46:58.13,SYSTEM
53,W_Call_after_offer,2022-07-07 15:31:20.438,2022-07-07 15:47:42.328,SYSTEM
51,A_APPROVED,2022-07-07 14:46:03.626,2022-07-07 15:48:38.9,SYSTEM
55,W_Call_missing_information,2022-07-07 15:24:00.63,2022-07-07 15:49:01.62,SYSTEM
54,W_Complete_preaccepted_appl,2022-07-07 15:24:56.316,2022-07-07 15:50:51.287,SYSTEM
60,A_PARTLYSUBMITTED,2022-07-07 15:42:28.528,2022-07-07 15:51:53.399,SYSTEM
51,A_REGISTERED,2022-07-07 15:48:38.9,2022-07-07 15:53:04.978,SYSTEM
59,W_Complete_preaccepted_appl,2022-07-07 15:46:58.13,2022-07-07 15:53:07.816,SYSTEM
59,A_ACCEPTED,2022-07-07 15:53:07.816,2022-07-07 15:53:08.196,SYSTEM
59,A_FINALIZED,2022-07-07 15:53:08.196,2022-07-07 15:53:59.29,SYSTEM
57,A_PREACCEPTED,2022-07-07 15:26:56.643,2022-07-07 15:54:19.752,SYSTEM
62,A_PARTLYSUBMITTED,2022-07-07 15:04:54.991,2022-07-07 15:56:14.796,SYSTEM
53,O_SENT_BACK,2022-07-07 15:47:42.328,2022-07-07 16:00:28.389,SYSTEM
62,W_Fix_incomplete_submission,2022-07-07 15:56:14.796,2022-07-07 16:01:56.829,SYSTEM
54,A_ACCEPTED,2022-07-07 15:50:51.287,2022-07-07 16:03:05.032,SYSTEM
60,W_Fix_incomplete_submission,2022-07-07 15:51:53.399,2022-07-07 16:04:02.646,SYSTEM
58,O_SELECTED,2022-07-07 15:37:03.459,2022-07-07 16:07:15.903,SYSTEM
53,W_Assess_application,2022-07-07 16:00:28.389,2022-07-07 16:07:45.238,SYSTEM
59,O_SELECTED,2022-07-07 15:53:59.29,2022-07-07 16:08:18.583,SYSTEM
59,O_CREATED,2022-07-07 16:08:18.583,2022-07-07 16:09:58.365,SYSTEM
54,A_FINALIZED,2022-07-07 16:03:05.032,2022-07-07 16:10:00.431,SYSTEM
59,O_SENT,2022-07-07 16:09:58.365,2022-07-07 16:11:31.524,SYSTEM
46,A_REGISTERED,2022-07-07 15:46:17.396,2022-07-07 16:15:05.578,SYSTEM
53,W_Call_missing_information,2022-07-07 16:07:45.238,2022-07-07 16:15:13.899,SYSTEM
59,W_Call_after_offer,2022-07-07 16:11:31.524,2022-07-07 16:15:52.202,SYSTEM
55,O_ACCEPTED,2022-07-07 15:49:01.62,2022-07-07 16:16:19.006,SYSTEM
57,W_Complete_preaccepted_appl,2022-07-07 15:54:19.752,2022-07-07 16:18:15.744,SYSTEM
46,A_ACTIVATED,2022-07-07 16:15:05.578,2022-07-07 16:20:55.062,SYSTEM
46,End,2022-07-07 16:20:55.062,2022-07-07 16:20:55.062,SYSTEM
62,A_PREACCEPTED,2022-07-07 16:01:56.829,2022-07-07 16:25:38.829,SYSTEM
49,A_ACTIVATED,2022-07-07 14:51:30.092,2022-07-07 16:26:04.428,SYSTEM
49,End,2022-07-07 16:26:04.428,2022-07-07 16:26:04.428,SYSTEM
59,O_SENT_BACK,2022-07-07 16:15:52.202,2022-07-07 16:26:41.53,SYSTEM
58,O_CREATED,2022-07-07 16:07:15.903,2022-07-07 16:27:33.361,SYSTEM
63,A_SUBMITTED,2022-07-07 15:41:10.736,2022-07-07 16:29:25.648,SYSTEM
62,W_Complete_preaccepted_appl,2022-07-07 16:25:38.829,2022-07-07 16:30:57.469,SYSTEM
48,A_ACTIVATED,2022-07-07 15:07:48.766,2022-07-07 16:32:11.155,SYSTEM
48,End,2022-07-07 16:32:11.155,2022-07-07 16:32:11.155,SYSTEM
64,Start,2022-07-07 16:33:08.102,2022-07-07 16:33:08.102,SYSTEM
56,W_Assess_application,2022-07-07 15:44:13.052,2022-07-07 16:33:46.091,SYSTEM
60,A_PREACCEPTED,2022-07-07 16:04:02.646,2022-07-07 16:34:32.834,SYSTEM
57,A_ACCEPTED,2022-07-07 16:18:15.744,2022-07-07 16:36:23.293,SYSTEM
41,A_ACTIVATED,2022-07-07 12:34:45.358,2022-07-07 16:38:33.267,SYSTEM
41,End,2022-07-07 16:38:33.267,2022-07-07 16:38:33.267,SYSTEM
63,A_PARTLYSUBMITTED,2022-07-07 16:29:25.648,2022-07-07 16:38:55.676,SYSTEM
62,A_ACCEPTED,2022-07-07 16:30:57.469,2022-07-07 16:41:05.141,SYSTEM
51,A_ACTIVATED,2022-07-07 15:53:04.978,2022-07-07 16:41:06.257,SYSTEM
51,End,2022-07-07 16:41:06.257,2022-07-07 16:41:06.257,SYSTEM
56,W_Call_missing_information,2022-07-07 16:33:46.091,2022-07-07 16:48:04.266,SYSTEM
65,Start,2022-07-07 16:59:58.539,2022-07-07 16:59:58.539,SYSTEM
66,Start,2022-07-07 17:07:38.21,2022-07-07 17:07:38.21,SYSTEM
60,W_Complete_preaccepted_appl,2022-07-07 16:34:32.834,2022-07-07 17:09:41.569,SYSTEM
54,O_SELECTED,2022-07-07 16:10:00.431,2022-07-07 17:10:03.904,SYSTEM
58,O_SENT,2022-07-07 16:27:33.361,2022-07-07 17:11:40.023,SYSTEM
53,O_ACCEPTED,2022-07-07 16:15:13.899,2022-07-07 17:14:25.033,SYSTEM
58,W_Call_after_offer,2022-07-07 17:11:40.023,2022-07-07 17:17:21.674,SYSTEM
60,A_ACCEPTED,2022-07-07 17:09:41.569,2022-07-07 17:20:53.397,SYSTEM
58,O_SENT_BACK,2022-07-07 17:17:21.674,2022-07-07 17:22:04.934,SYSTEM
57,A_FINALIZED,2022-07-07 16:36:23.293,2022-07-07 17:22:17.735,SYSTEM
58,W_Assess_application,2022-07-07 17:22:04.934,2022-07-07 17:24:19.096,SYSTEM
55,A_APPROVED,2022-07-07 16:16:19.006,2022-07-07 17:25:07.796,SYSTEM
58,W_Call_missing_information,2022-07-07 17:24:19.096,2022-07-07 17:28:28.118,SYSTEM
66,A_SUBMITTED,2022-07-07 17:07:38.21,2022-07-07 17:30:59.311,SYSTEM
60,A_FINALIZED,2022-07-07 17:20:53.397,2022-07-07 17:31:14.69,SYSTEM
60,O_SELECTED,2022-07-07 17:31:14.69,2022-07-07 17:33:37.169,SYSTEM
57,O_SELECTED,2022-07-07 17:22:17.735,2022-07-07 17:33:58.414,SYSTEM
65,A_SUBMITTED,2022-07-07 16:59:58.539,2022-07-07 17:34:09.693,SYSTEM
63,W_Fix_incomplete_submission,2022-07-07 16:38:55.676,2022-07-07 17:38:08.069,SYSTEM
54,O_CREATED,2022-07-07 17:10:03.904,2022-07-07 17:38:20.971,SYSTEM
54,O_SENT,2022-07-07 17:38:20.971,2022-07-07 17:38:44.432,SYSTEM
66,A_PARTLYSUBMITTED,2022-07-07 17:30:59.311,2022-07-07 17:39:54.444,SYSTEM
63,A_PREACCEPTED,2022-07-07 17:38:08.069,2022-07-07 17:48:48.432,SYSTEM
57,O_CREATED,2022-07-07 17:33:58.414,2022-07-07 17:51:15.942,SYSTEM
59,W_Assess_application,2022-07-07 16:26:41.53,2022-07-07 17:58:18.652,SYSTEM
54,W_Call_after_offer,2022-07-07 17:38:44.432,2022-07-07 18:03:34.871,SYSTEM
63,W_Complete_preaccepted_appl,2022-07-07 17:48:48.432,2022-07-07 18:04:10.441,SYSTEM
64,A_SUBMITTED,2022-07-07 16:33:08.102,2022-07-07 18:04:25.785,SYSTEM
59,W_Call_missing_information,2022-07-07 17:58:18.652,2022-07-07 18:07:21.233,SYSTEM
61,A_SUBMITTED,2022-07-07 14:03:02.718,2022-07-07 18:10:45.511,SYSTEM
54,O_SENT_BACK,2022-07-07 18:03:34.871,2022-07-07 18:12:23.96,SYSTEM
64,A_PARTLYSUBMITTED,2022-07-07 18:04:25.785,2022-07-07 18:19:30.061,SYSTEM
67,Start,2022-07-07 18:20:49.163,2022-07-07 18:20:49.163,SYSTEM
66,W_Fix_incomplete_submission,2022-07-07 17:39:54.444,2022-07-07 18:20:51.228,SYSTEM
62,A_FINALIZED,2022-07-07 16:41:05.141,2022-07-07 18:21:17.783,SYSTEM
66,A_PREACCEPTED,2022-07-07 18:20:51.228,2022-07-07 18:24:42.911,SYSTEM
66,W_Complete_preaccepted_appl,2022-07-07 18:24:42.911,2022-07-07 18:25:14.177,SYSTEM
62,O_SELECTED,2022-07-07 18:21:17.783,2022-07-07 18:34:02.714,SYSTEM
62,O_CREATED,2022-07-07 18:34:02.714,2022-07-07 18:35:09.323,SYSTEM
53,A_APPROVED,2022-07-07 17:14:25.033,2022-07-07 18:39:15.035,SYSTEM
57,O_SENT,2022-07-07 17:51:15.942,2022-07-07 18:43:22.034,SYSTEM
63,A_ACCEPTED,2022-07-07 18:04:10.441,2022-07-07 18:45:14.836,SYSTEM
66,A_ACCEPTED,2022-07-07 18:25:14.177,2022-07-07 18:47:30.015,SYSTEM
58,O_ACCEPTED,2022-07-07 17:28:28.118,2022-07-07 18:47:32.694,SYSTEM
54,W_Assess_application,2022-07-07 18:12:23.96,2022-07-07 18:49:16.106,SYSTEM
58,A_APPROVED,2022-07-07 18:47:32.694,2022-07-07 18:57:14.501,SYSTEM
66,A_FINALIZED,2022-07-07 18:47:30.015,2022-07-07 19:00:41.706,SYSTEM
55,A_REGISTERED,2022-07-07 17:25:07.796,2022-07-07 19:04:47.337,SYSTEM
60,O_CREATED,2022-07-07 17:33:37.169,2022-07-07 19:06:48.628,SYSTEM
60,O_SENT,2022-07-07 19:06:48.628,2022-07-07 19:09:42.39,SYSTEM
53,A_REGISTERED,2022-07-07 18:39:15.035,2022-07-07 19:10:35.562,SYSTEM
57,W_Call_after_offer,2022-07-07 18:43:22.034,2022-07-07 19:11:45.967,SYSTEM
65,A_PARTLYSUBMITTED,2022-07-07 17:34:09.693,2022-07-07 19:12:10.9,SYSTEM
54,W_Call_missing_information,2022-07-07 18:49:16.106,2022-07-07 19:14:48.078,SYSTEM
59,O_ACCEPTED,2022-07-07 18:07:21.233,2022-07-07 19:18:20.497,SYSTEM
66,O_SELECTED,2022-07-07 19:00:41.706,2022-07-07 19:19:27.398,SYSTEM
66,O_CREATED,2022-07-07 19:19:27.398,2022-07-07 19:21:54.201,SYSTEM
58,A_REGISTERED,2022-07-07 18:57:14.501,2022-07-07 19:23:04.694,SYSTEM
60,W_Call_after_offer,2022-07-07 19:09:42.39,2022-07-07 19:28:30.258,SYSTEM
64,W_Fix_incomplete_submission,2022-07-07 18:19:30.061,2022-07-07 19:33:55.952,SYSTEM
63,A_FINALIZED,2022-07-07 18:45:14.836,2022-07-07 19:36:29.531,SYSTEM
63,O_SELECTED,2022-07-07 19:36:29.531,2022-07-07 19:37:07.872,SYSTEM
61,A_PARTLYSUBMITTED,2022-07-07 18:10:45.511,2022-07-07 19:41:24.432,SYSTEM
57,O_SENT_BACK,2022-07-07 19:11:45.967,2022-07-07 19:42:07.37,SYSTEM
53,A_ACTIVATED,2022-07-07 19:10:35.562,2022-07-07 19:46:23.497,SYSTEM
53,End,2022-07-07 19:46:23.497,2022-07-07 19:46:23.497,SYSTEM
54,O_ACCEPTED,2022-07-07 19:14:48.078,2022-07-07 19:47:06.769,SYSTEM
58,A_ACTIVATED,2022-07-07 19:23:04.694,2022-07-07 19:47:34.241,SYSTEM
58,End,2022-07-07 19:47:34.241,2022-07-07 19:47:34.241,SYSTEM
61,W_Fix_incomplete_submission,2022-07-07 19:41:24.432,2022-07-07 19:49:22.032,SYSTEM
66,O_SENT,2022-07-07 19:21:54.201,2022-07-07 19:51:45.987,SYSTEM
66,W_Call_after_offer,2022-07-07 19:51:45.987,2022-07-07 19:51:57.232,SYSTEM
63,O_CREATED,2022-07-07 19:37:07.872,2022-07-07 19:53:46.057,SYSTEM
66,O_SENT_BACK,2022-07-07 19:51:57.232,2022-07-07 19:54:29.12,SYSTEM
60,O_SENT_BACK,2022-07-07 19:28:30.258,2022-07-07 19:57:33.279,SYSTEM
56,O_ACCEPTED,2022-07-07 16:48:04.266,2022-07-07 19:59:08.184,SYSTEM
61,A_PREACCEPTED,2022-07-07 19:49:22.032,2022-07-07 20:01:06.762,SYSTEM
59,A_APPROVED,2022-07-07 19:18:20.497,2022-07-07 20:01:10.907,SYSTEM
61,W_Complete_preaccepted_appl,2022-07-07 20:01:06.762,2022-07-07 20:01:15.22,SYSTEM
54,A_APPROVED,2022-07-07 19:47:06.769,2022-07-07 20:04:01.099,SYSTEM
64,A_PREACCEPTED,2022-07-07 19:33:55.952,2022-07-07 20:04:13.19,SYSTEM
59,A_REGISTERED,2022-07-07 20:01:10.907,2022-07-07 20:07:57.013,SYSTEM
61,A_ACCEPTED,2022-07-07 20:01:15.22,2022-07-07 20:11:22.031,SYSTEM
66,W_Assess_application,2022-07-07 19:54:29.12,2022-07-07 20:14:06.636,SYSTEM
65,W_Fix_incomplete_submission,2022-07-07 19:12:10.9,2022-07-07 20:16:19.796,SYSTEM
54,A_REGISTERED,2022-07-07 20:04:01.099,2022-07-07 20:18:01.167,SYSTEM
59,A_ACTIVATED,2022-07-07 20:07:57.013,2022-07-07 20:22:23.69,SYSTEM
59,End,2022-07-07 20:22:23.69,2022-07-07 20:22:23.69,SYSTEM
68,Start,2022-07-07 20:25:10.478,2022-07-07 20:25:10.478,SYSTEM
60,W_Assess_application,2022-07-07 19:57:33.279,2022-07-07 20:25:33.999,SYSTEM
68,A_SUBMITTED,2022-07-07 20:25:10.478,2022-07-07 20:29:09.261,SYSTEM
65,A_PREACCEPTED,2022-07-07 20:16:19.796,2022-07-07 20:36:58.205,SYSTEM
60,W_Call_missing_information,2022-07-07 20:25:33.999,2022-07-07 20:40:56.31,SYSTEM
63,O_SENT,2022-07-07 19:53:46.057,2022-07-07 20:43:01.265,SYSTEM
61,A_FINALIZED,2022-07-07 20:11:22.031,2022-07-07 20:45:01.775,SYSTEM
66,W_Call_missing_information,2022-07-07 20:14:06.636,2022-07-07 20:45:19.956,SYSTEM
62,O_SENT,2022-07-07 18:35:09.323,2022-07-07 20:48:48.305,SYSTEM
64,W_Complete_preaccepted_appl,2022-07-07 20:04:13.19,2022-07-07 20:51:38.342,SYSTEM
63,W_Call_after_offer,2022-07-07 20:43:01.265,2022-07-07 20:55:24.237,SYSTEM
57,W_Assess_application,2022-07-07 19:42:07.37,2022-07-07 20:57:22.101,SYSTEM
63,O_SENT_BACK,2022-07-07 20:55:24.237,2022-07-07 20:58:39.7,SYSTEM
57,W_Call_missing_information,2022-07-07 20:57:22.101,2022-07-07 21:01:40.482,SYSTEM
61,O_SELECTED,2022-07-07 20:45:01.775,2022-07-07 21:06:05.532,SYSTEM
66,O_ACCEPTED,2022-07-07 20:45:19.956,2022-07-07 21:06:18.817,SYSTEM
64,A_ACCEPTED,2022-07-07 20:51:38.342,2022-07-07 21:06:30.847,SYSTEM
62,W_Call_after_offer,2022-07-07 20:48:48.305,2022-07-07 21:11:53.14,SYSTEM
65,W_Complete_preaccepted_appl,2022-07-07 20:36:58.205,2022-07-07 21:12:19.041,SYSTEM
54,A_ACTIVATED,2022-07-07 20:18:01.167,2022-07-07 21:16:02.104,SYSTEM
54,End,2022-07-07 21:16:02.104,2022-07-07 21:16:02.104,SYSTEM
61,O_CREATED,2022-07-07 21:06:05.532,2022-07-07 21:18:27.653,SYSTEM
65,A_ACCEPTED,2022-07-07 21:12:19.041,2022-07-07 21:21:40.196,SYSTEM
55,A_ACTIVATED,2022-07-07 19:04:47.337,2022-07-07 21:26:41.548,SYSTEM
55,End,2022-07-07 21:26:41.548,2022-07-07 21:26:41.548,SYSTEM
56,A_APPROVED,2022-07-07 19:59:08.184,2022-07-07 21:28:45.96,SYSTEM
65,A_FINALIZED,2022-07-07 21:21:40.196,2022-07-07 21:29:15.208,SYSTEM
56,A_REGISTERED,2022-07-07 21:28:45.96,2022-07-07 21:29:25.361,SYSTEM
66,A_APPROVED,2022-07-07 21:06:18.817,2022-07-07 21:31:52.324,SYSTEM
65,O_SELECTED,2022-07-07 21:29:15.208,2022-07-07 21:32:42.344,SYSTEM
63,W_Assess_application,2022-07-07 20:58:39.7,2022-07-07 21:33:20.546,SYSTEM
68,A_PARTLYSUBMITTED,2022-07-07 20:29:09.261,2022-07-07 21:38:11.239,SYSTEM
62,O_SENT_BACK,2022-07-07 21:11:53.14,2022-07-07 21:38:49.569,SYSTEM
61,O_SENT,2022-07-07 21:18:27.653,2022-07-07 21:40:13.102,SYSTEM
63,W_Call_missing_information,2022-07-07 21:33:20.546,2022-07-07 21:42:54.967,SYSTEM
63,O_ACCEPTED,2022-07-07 21:42:54.967,2022-07-07 21:44:42.023,SYSTEM
65,O_CREATED,2022-07-07 21:32:42.344,2022-07-07 21:45:19.378,SYSTEM
61,W_Call_after_offer,2022-07-07 21:40:13.102,2022-07-07 21:45:20.707,SYSTEM
66,A_REGISTERED,2022-07-07 21:31:52.324,2022-07-07 21:48:45.869,SYSTEM
61,O_SENT_BACK,2022-07-07 21:45:20.707,2022-07-07 21:50:07.129,SYSTEM
62,W_Assess_application,2022-07-07 21:38:49.569,2022-07-07 21:50:17.321,SYSTEM
60,O_ACCEPTED,2022-07-07 20:40:56.31,2022-07-07 21:53:07.98,SYSTEM
69,Start,2022-07-07 21:56:19.68,2022-07-07 21:56:19.68,SYSTEM
61,W_Assess_application,2022-07-07 21:50:07.129,2022-07-07 22:01:30.223,SYSTEM
70,Start,2022-07-07 22:01:32.529,2022-07-07 22:01:32.529,SYSTEM
61,W_Call_missing_information,2022-07-07 22:01:30.223,2022-07-07 22:03:01.681,SYSTEM
64,A_FINALIZED,2022-07-07 21:06:30.847,2022-07-07 22:10:10.85,SYSTEM
65,O_SENT,2022-07-07 21:45:19.378,2022-07-07 22:11:55.253,SYSTEM
65,W_Call_after_offer,2022-07-07 22:11:55.253,2022-07-07 22:13:40.567,SYSTEM
65,O_SENT_BACK,2022-07-07 22:13:40.567,2022-07-07 22:15:03.746,SYSTEM
61,O_ACCEPTED,2022-07-07 22:03:01.681,2022-07-07 22:16:43.826,SYSTEM
71,Start,2022-07-07 22:23:18.224,2022-07-07 22:23:18.224,SYSTEM
57,O_ACCEPTED,2022-07-07 21:01:40.482,2022-07-07 22:25:02.398,SYSTEM
66,A_ACTIVATED,2022-07-07 21:48:45.869,2022-07-07 22:28:19.283,SYSTEM
66,End,2022-07-07 22:28:19.283,2022-07-07 22:28:19.283,SYSTEM
69,A_SUBMITTED,2022-07-07 21:56:19.68,2022-07-07 22:28:21.814,SYSTEM
64,O_SELECTED,2022-07-07 22:10:10.85,2022-07-07 22:29:39.09,SYSTEM
68,W_Fix_incomplete_submission,2022-07-07 21:38:11.239,2022-07-07 22:30:05.675,SYSTEM
56,A_ACTIVATED,2022-07-07 21:29:25.361,2022-07-07 22:34:22.231,SYSTEM
56,End,2022-07-07 22:34:22.231,2022-07-07 22:34:22.231,SYSTEM
57,A_APPROVED,2022-07-07 22:25:02.398,2022-07-07 22:45:12.908,SYSTEM
72,Start,2022-07-07 22:46:42.205,2022-07-07 22:46:42.205,SYSTEM
69,A_PARTLYSUBMITTED,2022-07-07 22:28:21.814,2022-07-07 22:47:54.003,SYSTEM
69,W_Fix_incomplete_submission,2022-07-07 22:47:54.003,2022-07-07 22:48:21.485,SYSTEM
62,W_Call_missing_information,2022-07-07 21:50:17.321,2022-07-07 22:52:24.237,SYSTEM
63,A_APPROVED,2022-07-07 21:44:42.023,2022-07-07 22:57:17.333,SYSTEM
72,A_SUBMITTED,2022-07-07 22:46:42.205,2022-07-07 23:01:58.809,SYSTEM
62,O_ACCEPTED,2022-07-07 22:52:24.237,2022-07-07 23:05:47.063,SYSTEM
57,A_REGISTERED,2022-07-07 22:45:12.908,2022-07-07 23:06:19.323,SYSTEM
60,A_APPROVED,2022-07-07 21:53:07.98,2022-07-07 23:08:30.834,SYSTEM
68,A_PREACCEPTED,2022-07-07 22:30:05.675,2022-07-07 23:09:32.059,SYSTEM
68,W_Complete_preaccepted_appl,2022-07-07 23:09:32.059,2022-07-07 23:10:28.595,SYSTEM
69,A_PREACCEPTED,2022-07-07 22:48:21.485,2022-07-07 23:14:23.304,SYSTEM
69,W_Complete_preaccepted_appl,2022-07-07 23:14:23.304,2022-07-07 23:20:35.586,SYSTEM
69,A_ACCEPTED,2022-07-07 23:20:35.586,2022-07-07 23:22:19.97,SYSTEM
72,A_PARTLYSUBMITTED,2022-07-07 23:01:58.809,2022-07-07 23:22:51.369,SYSTEM
64,O_CREATED,2022-07-07 22:29:39.09,2022-07-07 23:23:50.672,SYSTEM
65,W_Assess_application,2022-07-07 22:15:03.746,2022-07-07 23:29:59.604,SYSTEM
68,A_ACCEPTED,2022-07-07 23:10:28.595,2022-07-07 23:31:11.663,SYSTEM
60,A_REGISTERED,2022-07-07 23:08:30.834,2022-07-07 23:31:11.857,SYSTEM
72,W_Fix_incomplete_submission,2022-07-07 23:22:51.369,2022-07-07 23:44:53.557,SYSTEM
72,A_PREACCEPTED,2022-07-07 23:44:53.557,2022-07-07 23:47:18.341,SYSTEM
60,A_ACTIVATED,2022-07-07 23:31:11.857,2022-07-07 23:53:00.541,SYSTEM
60,End,2022-07-07 23:53:00.541,2022-07-07 23:53:00.541,SYSTEM
68,A_FINALIZED,2022-07-07 23:31:11.663,2022-07-07 23:56:18.663,SYSTEM
72,W_Complete_preaccepted_appl,2022-07-07 23:47:18.341,2022-07-07 23:57:40.445,SYSTEM
70,A_SUBMITTED,2022-07-07 22:01:32.529,2022-07-07 23:58:22.606,SYSTEM
72,A_ACCEPTED,2022-07-07 23:57:40.445,2022-07-08 00:01:11.245,SYSTEM
57,A_ACTIVATED,2022-07-07 23:06:19.323,2022-07-08 00:02:43.013,SYSTEM
57,End,2022-07-08 00:02:43.013,2022-07-08 00:02:43.013,SYSTEM
68,O_SELECTED,2022-07-07 23:56:18.663,2022-07-08 00:04:56.992,SYSTEM
70,A_PARTLYSUBMITTED,2022-07-07 23:58:22.606,2022-07-08 00:08:08.821,SYSTEM
64,O_SENT,2022-07-07 23:23:50.672,2022-07-08 00:16:09.199,SYSTEM
63,A_REGISTERED,2022-07-07 22:57:17.333,2022-07-08 00:22:56.15,SYSTEM
72,A_FINALIZED,2022-07-08 00:01:11.245,2022-07-08 00:26:26.562,SYSTEM
64,W_Call_after_offer,2022-07-08 00:16:09.199,2022-07-08 00:31:11.214,SYSTEM
65,W_Call_missing_information,2022-07-07 23:29:59.604,2022-07-08 00:32:19.597,SYSTEM
70,W_Fix_incomplete_submission,2022-07-08 00:08:08.821,2022-07-08 00:32:57.594,SYSTEM
64,O_SENT_BACK,2022-07-08 00:31:11.214,2022-07-08 00:34:24.022,SYSTEM
65,O_ACCEPTED,2022-07-08 00:32:19.597,2022-07-08 00:34:43.641,SYSTEM
68,O_CREATED,2022-07-08 00:04:56.992,2022-07-08 00:36:23.706,SYSTEM
65,A_APPROVED,2022-07-08 00:34:43.641,2022-07-08 00:40:24.638,SYSTEM
64,W_Assess_application,2022-07-08 00:34:24.022,2022-07-08 00:40:27.542,SYSTEM
64,W_Call_missing_information,2022-07-08 00:40:27.542,2022-07-08 00:43:05.649,SYSTEM
70,A_PREACCEPTED,2022-07-08 00:32:57.594,2022-07-08 00:45:30.33,SYSTEM
70,W_Complete_preaccepted_appl,2022-07-08 00:45:30.33,2022-07-08 00:49:15.683,SYSTEM
62,A_APPROVED,2022-07-07 23:05:47.063,2022-07-08 00:51:34.83,SYSTEM
70,A_ACCEPTED,2022-07-08 00:49:15.683,2022-07-08 00:53:33.35,SYSTEM
69,A_FINALIZED,2022-07-07 23:22:19.97,2022-07-08 00:55:21.289,SYSTEM
65,A_REGISTERED,2022-07-08 00:40:24.638,2022-07-08 00:58:40.354,SYSTEM
69,O_SELECTED,2022-07-08 00:55:21.289,2022-07-08 01:00:30.14,SYSTEM
69,O_CREATED,2022-07-08 01:00:30.14,2022-07-08 01:03:16.199,SYSTEM
72,O_SELECTED,2022-07-08 00:26:26.562,2022-07-08 01:03:51.096,SYSTEM
72,O_CREATED,2022-07-08 01:03:51.096,2022-07-08 01:06:22.799,SYSTEM
65,A_ACTIVATED,2022-07-08 00:58:40.354,2022-07-08 01:07:39.36,SYSTEM
65,End,2022-07-08 01:07:39.36,2022-07-08 01:07:39.36,SYSTEM
64,O_ACCEPTED,2022-07-08 00:43:05.649,2022-07-08 01:18:23.026,SYSTEM
63,A_ACTIVATED,2022-07-08 00:22:56.15,2022-07-08 01:23:56.257,SYSTEM
63,End,2022-07-08 01:23:56.257,2022-07-08 01:23:56.257,SYSTEM
73,Start,2022-07-08 01:25:08.557,2022-07-08 01:25:08.557,SYSTEM
68,O_SENT,2022-07-08 00:36:23.706,2022-07-08 01:33:20.166,SYSTEM
68,W_Call_after_offer,2022-07-08 01:33:20.166,2022-07-08 01:36:28.611,SYSTEM
71,A_SUBMITTED,2022-07-07 22:23:18.224,2022-07-08 01:47:07.011,SYSTEM
71,A_PARTLYSUBMITTED,2022-07-08 01:47:07.011,2022-07-08 01:53:27.356,SYSTEM
62,A_REGISTERED,2022-07-08 00:51:34.83,2022-07-08 01:57:05.931,SYSTEM
67,A_SUBMITTED,2022-07-07 18:20:49.163,2022-07-08 02:03:28.56,SYSTEM
68,O_SENT_BACK,2022-07-08 01:36:28.611,2022-07-08 02:08:50.634,SYSTEM
69,O_SENT,2022-07-08 01:03:16.199,2022-07-08 02:09:32.04,SYSTEM
72,O_SENT,2022-07-08 01:06:22.799,2022-07-08 02:12:28.471,SYSTEM
61,A_APPROVED,2022-07-07 22:16:43.826,2022-07-08 02:12:28.533,SYSTEM
71,W_Fix_incomplete_submission,2022-07-08 01:53:27.356,2022-07-08 02:12:42.217,SYSTEM
73,A_SUBMITTED,2022-07-08 01:25:08.557,2022-07-08 02:13:08.657,SYSTEM
61,A_REGISTERED,2022-07-08 02:12:28.533,2022-07-08 02:14:24.049,SYSTEM
64,A_APPROVED,2022-07-08 01:18:23.026,2022-07-08 02:18:00.32,SYSTEM
72,W_Call_after_offer,2022-07-08 02:12:28.471,2022-07-08 02:19:44.301,SYSTEM
74,Start,2022-07-08 02:33:49.737,2022-07-08 02:33:49.737,SYSTEM
67,A_PARTLYSUBMITTED,2022-07-08 02:03:28.56,2022-07-08 02:36:53.768,SYSTEM
61,A_ACTIVATED,2022-07-08 02:14:24.049,2022-07-08 02:37:04.505,SYSTEM
61,End,2022-07-08 02:37:04.505,2022-07-08 02:37:04.505,SYSTEM
68,W_Assess_application,2022-07-08 02:08:50.634,2022-07-08 02:42:14.318,SYSTEM
68,W_Call_missing_information,2022-07-08 02:42:14.318,2022-07-08 02:44:57.533,SYSTEM
